Elo	Username	W	L	T	Last update
1080.2835602905259	Slackinator	2	0	0	Mon Apr 04 2016 03:29:02 GMT+0100 (GMT Daylight Time)
1000	FerrousLupus	0	1	0	Mon Apr 04 2016 03:29:02 GMT+0100 (GMT Daylight Time)
1000	Fuzzytales	0	1	0	Mon Apr 04 2016 03:18:02 GMT+0100 (GMT Daylight Time)
