Elo	Username	W	L	T	Last update
2986	Chirou	109	0	0	Fri Apr 08 2016 19:29:19 GMT+0100 (GMT Daylight Time)
1045	Dr.wh0 cares	1	0	0	Sat Apr 23 2016 18:41:44 GMT+0100 (GMT Daylight Time)
1045	ShinxTheJinx	1	0	0	Fri Apr 08 2016 19:29:19 GMT+0100 (GMT Daylight Time)
1000	Fitmeagm9	0	1	0	Sat Apr 23 2016 18:41:44 GMT+0100 (GMT Daylight Time)
